Sale_Price,Garage_Cars,Year_Built,Total_Bsmt_SF,Wood_Deck_SF,No_Fireplace,Lot_Area,Second_Flr_SF,Garage_Area,Longitude,Bsmt_Unf_SF
197000,2,1920,824,136,0,15863,998,672,-93.651669,301
105000,1,1935,583,329,0,5707,595,180,-93.646555,583
135000,2,1928,1122,431,0,7804,653,576,-93.648414,500
147500,2,1916,816,0,0,8574,0,440,-93.64665500000001,816
137450,1,1925,976,147,0,6171,448,216,-93.64842900000001,712
155000,2,1936,560,256,1,7200,560,576,-93.6459433,0
177000,2,1928,896,0,0,7558,741,342,-93.64688100000001,896
145000,1,1928,861,0,0,6292,600,216,-93.64841899999999,861
137000,1,1918,600,0,0,7155,600,215,-93.644704,600
234000,1,1926,1276,0,0,10918,804,282,-93.644636,1276
205000,2,1940,840,0,0,13680,727,440,-93.64280550000001,112
177500,1,1942,771,0,0,7500,741,213,-93.6397,224
160000,1,1940,728,0,0,9600,332,256,-93.642371,300
155000,1,1960,1273,483,1,14680,0,307,-93.64012,480
163500,2,1921,876,0,1,13360,0,432,-93.640592,163
154900,1,1921,731,192,0,7681,523,186,-93.644295,731
205000,2,1940,920,0,0,8145,1240,400,-93.6439975,674
144800,1,1954,1112,0,0,9100,0,390,-93.639431,264
174500,1,1941,704,0,0,12000,704,234,-93.642945,429
193000,2,1960,1561,0,0,13339,0,463,-93.64288499999999,621
158000,1,1949,1067,0,0,15600,537,295,-93.640762,248
158500,1,1950,1092,0,0,14000,0,300,-93.641356,1092
224000,2,1954,1310,0,0,17500,0,576,-93.63940699999999,91
115000,2,1980,516,279,0,1733,516,452,-93.64574300000001,516
137000,2,1980,561,176,0,1488,668,462,-93.64574300000001,90
121000,2,1980,561,154,0,1612,668,462,-93.64574300000001,561
124000,2,1980,561,150,0,1300,668,462,-93.64574300000001,276
208000,2,1986,572,400,0,13607,800,501,-93.644864,118
315000,2,1971,1803,200,0,17597,0,551,-93.643539,581
222000,2,1988,880,292,0,21695,0,540,-93.643947,72
147000,1,1920,672,0,1,10690,672,468,-93.62529,216
123000,2,1900,760,467,1,8660,928,576,-93.626839,760
78000,1,1920,596,0,1,6402,596,189,-93.625299,596
85000,0,1915,1013,0,1,8470,0,0,-93.616895,1013
75000,1,1925,572,0,1,10200,0,200,-93.61539499999999,572
230000,2,2007,1596,162,0,3843,0,482,-93.6165709,120
57625,1,1910,0,119,1,21780,0,280,-93.588227,0
251000,3,2000,1107,210,0,10125,1012,642,-93.606944,412
239686,2,2003,1434,168,0,12822,631,670,-93.607252,83
240000,2,2004,1710,100,0,12118,0,550,-93.607055,1710
215000,2,2001,804,125,0,12209,1157,560,-93.603717,114
156450,1,1977,902,319,0,9750,0,351,-93.604716,135
173000,2,1977,957,302,0,9360,0,541,-93.60449100000001,0
126000,2,1977,0,0,1,10125,432,539,-93.604519,0
173000,2,1990,1188,168,1,9947,0,497,-93.602356,577
152000,2,1991,1582,0,1,11070,0,672,-93.602424,1527
137500,2,1958,819,0,0,14375,0,525,-93.64978,354
375000,2,1965,2136,0,0,215245,0,513,-93.652119,80
315500,3,2007,1620,228,0,12898,0,912,-93.65315,598
224500,2,2009,846,208,1,13159,846,650,-93.651832,846
410000,3,2008,2190,90,0,13438,0,780,-93.65186700000001,432
316500,3,2008,1641,0,1,14463,0,885,-93.653039,526
201000,3,2007,1466,100,1,8925,0,610,-93.650453,1450
175000,2,1988,1392,0,0,11457,0,576,-93.646455,387
204000,2,1980,712,305,0,9839,862,440,-93.64488399999999,250
213500,2,1987,1645,224,0,14419,0,578,-93.6446004,117
220000,2,2001,1267,192,1,6853,0,471,-93.646793,262
170000,2,2003,912,124,1,9157,942,486,-93.646638,912
315000,3,2006,1838,270,0,14601,0,765,-93.646816,578
425000,3,2007,1978,308,0,12633,0,920,-93.651703,338
139500,1,1968,1008,144,1,12518,0,384,-93.6042638,476
115000,2,1960,0,0,0,21750,0,336,-93.608359,0
162000,2,1998,1204,0,1,4500,0,412,-93.60819599999999,338
165000,2,1999,1224,0,1,4500,0,402,-93.60821,341
91000,1,1973,462,120,1,1596,462,297,-93.604252,0
130000,1,1968,864,33,1,9858,0,288,-93.604218,354
86000,1,1970,630,0,1,1526,0,286,-93.60347900000001,115
160000,2,1969,1188,0,0,13383,0,504,-93.600636,594
80000,1,1970,630,0,1,1477,0,286,-93.603111,121
97000,0,1970,546,0,0,1533,546,0,-93.601975,546
88000,1,1970,546,238,1,2217,546,286,-93.60176,0
131900,1,1972,796,138,1,7689,0,336,-93.601127,0
131250,1,1993,384,280,1,7706,0,429,-93.606688,0
165500,2,1978,1097,303,0,9101,0,602,-93.604928,0
112000,0,1985,833,0,1,8780,0,0,-93.60386700000001,208
149000,2,1992,828,100,0,7669,0,698,-93.602777,0
143000,2,1993,796,40,1,14115,566,480,-93.609453,64
130000,2,1992,624,150,1,10429,663,440,-93.606925,294
196000,2,1977,1567,264,0,9819,0,714,-93.599866,0
173000,2,1969,784,0,0,10457,848,898,-93.60019100000001,0
176500,2,1958,1184,0,0,11029,0,601,-93.6188286,245
237500,2,1970,1205,0,0,12925,0,550,-93.61632890000001,340
206900,2,1969,952,280,0,11075,1020,576,-93.617424,176
187500,2,1997,926,0,0,8702,678,470,-93.639062,220
165000,2,1995,680,192,0,8139,790,420,-93.637796,204
195500,2,1998,926,100,1,9535,678,472,-93.638775,75
192000,2,1998,943,100,0,9042,695,472,-93.638778,115
173000,2,1996,916,168,0,15038,720,386,-93.63748199999999,778
177900,2,1996,1348,0,1,14137,0,404,-93.636718,898
175000,2,1996,729,264,0,21872,717,406,-93.636948,125
286000,2,2001,1593,0,0,4923,0,682,-93.633876,440
247900,2,1997,1664,0,0,6264,0,528,-93.633781,1008
180000,2,1993,1337,96,0,5395,0,462,-93.633905,604
180000,2,1992,1280,0,1,5070,0,506,-93.633797,1280
181000,2,1997,926,0,0,10839,678,470,-93.639151,926
183000,2,1998,932,0,0,11184,701,460,-93.63900699999999,932
188000,2,1995,773,224,0,8000,885,431,-93.637763,554
194500,2,1994,712,143,0,10832,809,409,-93.636798,712
185000,2,1991,836,0,1,14067,858,416,-93.637279,332
189000,2,1988,1228,168,0,4671,0,472,-93.632013,461
188500,2,1989,1337,0,0,5950,0,462,-93.63158100000001,1018
355000,3,2005,1168,192,0,13543,1332,683,-93.628831,1152
325000,3,2005,1122,144,0,11198,1370,656,-93.628901,1122
387000,3,2004,1884,214,0,15401,0,670,-93.627911,547
115000,2,1952,1632,0,0,31220,0,495,-93.622299,1632
334000,2,2007,1710,156,0,8118,0,557,-93.629808,676
133000,2,1950,1488,0,0,47280,0,738,-93.62256670000001,1488
215000,2,1986,791,364,0,20544,857,542,-93.63914940000001,791
226500,2,1988,1675,0,0,12680,0,528,-93.639715,692
175500,2,1981,1422,276,0,12090,0,576,-93.637825,606
181900,2,1983,1260,152,1,10825,0,598,-93.63780799999999,513
235000,2,1978,2048,200,0,18559,0,550,-93.636511,656
220000,2,1979,1782,467,0,14450,0,551,-93.636505,469
272000,2,1977,1330,550,0,12227,1330,619,-93.635111,434
161000,2,1976,1211,0,0,13068,0,461,-93.630299,273
175000,2,1977,1126,180,1,15611,0,540,-93.63316800000001,266
185000,2,1980,738,28,0,10400,767,489,-93.635153,738
146900,2,1969,720,0,1,9743,588,484,-93.637105,440
292500,4,1978,1420,0,0,12511,1420,1314,-93.63719,432
180000,2,1976,1193,0,0,11361,0,478,-93.633905,549
159900,2,1976,1444,0,0,10400,0,473,-93.635216,1444
205000,2,1976,803,0,0,10480,866,483,-93.63417690000001,400
157000,2,1973,1176,224,0,10000,0,439,-93.631129,92
306000,3,1996,1236,192,0,14311,1104,787,-93.63023100000001,213
133000,2,1974,896,0,1,9000,896,480,-93.626544,896
151000,2,1969,1054,180,1,9750,0,460,-93.627875,14
111900,1,1969,936,16,1,10295,0,288,-93.626511,684
123000,2,1971,864,0,1,7560,0,576,-93.630208,132
111250,2,1972,864,216,1,12735,0,576,-93.62426500000001,264
181000,2,1998,1405,144,1,4060,0,511,-93.624873,1139
103400,1,1973,483,52,1,1680,504,264,-93.62897099999999,25
100000,1,1973,483,0,1,1680,504,264,-93.627629,153
100500,1,1972,483,411,1,1890,504,352,-93.627114,0
106000,1,1970,483,0,1,1869,504,280,-93.629462,162
85400,1,1971,483,0,1,1680,504,264,-93.62765,96
89500,1,1971,483,0,1,1680,504,264,-93.627309,125
111750,1,1972,630,0,1,1680,672,264,-93.629425,280
140000,2,1977,1069,0,1,4043,0,440,-93.627234,510
143000,2,1975,855,0,1,2308,601,460,-93.625986,275
148500,2,1977,1055,0,1,2529,0,440,-93.625848,677
110000,1,1966,864,0,1,9477,0,264,-93.62649,524
394617,3,2008,1932,0,0,12444,0,774,-93.658873,596
426000,3,2007,1682,196,0,12474,590,846,-93.6573126,402
385000,3,2007,2078,188,0,14803,0,1220,-93.652941,442
446261,3,2008,1452,126,0,14948,1237,858,-93.652744,122
317500,3,2007,1582,209,1,12704,0,905,-93.65464200000001,570
372402,3,2007,1710,0,0,13891,0,866,-93.6566551,310
417500,3,2007,2418,358,0,13693,0,650,-93.657832,195
383000,3,2007,1950,156,0,14418,0,706,-93.657889,575
390000,3,2006,1850,212,0,13418,898,850,-93.657188,430
460000,4,2005,1620,30,0,12539,1158,1150,-93.656801,538
379000,3,2005,1414,192,0,12151,917,1003,-93.65369,165
250000,3,2007,948,100,0,8899,1140,656,-93.65473399999999,908
316000,3,2004,1148,224,0,10574,1162,756,-93.654443,292
615000,3,2003,2535,154,0,12720,0,789,-93.65695799999999,278
412500,3,2003,1572,400,0,13688,1096,726,-93.65572,556
284000,3,2003,998,320,0,10625,1040,871,-93.652549,132
284000,3,2003,1603,216,0,10845,0,732,-93.651216,454
421250,3,2001,1479,0,0,16900,1134,746,-93.655587,404
370000,3,2003,1765,268,0,16451,886,795,-93.654914,1765
336860,3,2008,1858,0,0,10110,0,870,-93.654187,1486
367294,3,2008,1702,0,0,8769,0,1052,-93.65136690000001,162
192000,2,2005,1367,0,0,12304,0,484,-93.649744,1347
274000,2,2003,1518,185,0,12677,0,588,-93.653868,300
266000,2,2005,1684,495,0,8849,0,564,-93.65276899999999,1656
370967,3,2007,1800,210,0,8232,0,944,-93.651845,596
234250,2,2006,1342,0,0,6240,0,550,-93.651163,496
219500,2,2006,1342,0,0,6240,0,550,-93.6514243,1318
155000,2,2003,764,0,1,2448,862,474,-93.649997,764
154000,2,2003,764,0,1,2448,862,474,-93.650607,191
207000,2,2004,1358,192,0,8198,0,484,-93.65089,638
195000,3,2003,1415,156,0,3940,0,644,-93.640176,342
219990,3,2004,1393,143,0,3940,0,668,-93.640958,306
191000,2,2005,1346,156,0,3182,0,437,-93.64243990000001,1330
159895,2,2007,1266,100,0,3182,0,388,-93.643039,1266
187687,2,2007,1146,100,0,3710,0,428,-93.642326,1146
179000,2,2004,789,0,0,9024,702,393,-93.642641,789
193000,2,2004,839,100,0,7415,729,398,-93.64352199999999,80
190000,2,2005,856,212,1,9587,0,400,-93.643964,201
176000,2,2005,728,100,1,8029,728,400,-93.64177099999999,728
188000,2,2002,840,138,0,8010,880,400,-93.641416,840
213000,2,2003,847,120,0,8396,1139,434,-93.640051,847
217300,2,2007,1350,192,0,7301,0,484,-93.649587,474
186500,2,2000,936,0,0,10261,830,451,-93.64133100000001,936
226750,2,2000,982,108,0,8220,884,431,-93.642397,438
184000,2,2004,788,100,0,15384,702,388,-93.6442698,64
176000,2,2002,707,100,0,7750,707,403,-93.643632,707
225000,2,1999,1037,144,0,12460,1285,400,-93.64134200000001,167
185900,2,1999,831,0,0,8390,778,450,-93.640959,831
284500,2,1997,1173,0,0,9660,1017,516,-93.65459399999999,1173
315000,3,1998,1470,0,0,9200,1160,696,-93.65411999999999,484
250000,3,2000,1145,192,0,14260,1053,836,-93.653324,490
291000,3,2000,1519,162,0,11000,639,687,-93.650932,1519
350000,3,1998,1982,144,0,11675,0,938,-93.651562,322
279500,2,1996,1064,168,0,10990,1061,576,-93.65527900000001,213
290000,3,1995,1242,192,0,11929,1250,751,-93.656036,1242
350000,3,1995,2109,236,0,10437,0,839,-93.653929,413
341000,3,1993,1311,250,0,10542,1093,983,-93.65579,138
287500,3,1993,1080,385,0,10010,1089,783,-93.653908,0
271000,2,1994,1223,171,0,10944,904,525,-93.651801,223
301500,2,1994,1986,262,0,14303,0,691,-93.65099599999999,672
235128,3,2007,1580,0,1,11932,0,830,-93.64410699999999,1580
214000,3,2007,894,100,0,14598,1039,668,-93.644145,894
232000,3,2006,1574,144,0,11957,0,824,-93.64233399999999,1550
240000,3,2006,1578,0,0,13253,0,642,-93.642108,482
264132,2,2008,1498,0,0,14587,0,592,-93.642092,1498
245000,3,2007,1563,144,0,10206,0,758,-93.642376,1530
227680,2,2008,1417,0,1,12274,0,554,-93.643976,1417
257000,3,2007,1341,144,0,9801,520,851,-93.64403,1341
297900,3,2007,955,168,0,9428,919,880,-93.644024,226
247000,2,2006,1460,0,0,10037,0,480,-93.643788,794
212700,2,2007,1363,192,1,8640,0,588,-93.650397,1339
250580,2,2007,1372,0,1,8640,0,529,-93.650358,1372
182000,2,2007,1428,0,1,11639,0,480,-93.648255,1428
226700,2,2005,866,0,1,9803,902,603,-93.643836,466
250000,2,2003,1053,140,0,9375,939,648,-93.64119000000001,1053
250000,3,2005,1026,154,0,10625,932,936,-93.640924,1026
339750,3,2007,1034,0,0,10800,1028,836,-93.64304229999999,245
205950,2,2007,813,0,1,8125,843,562,-93.643692,813
256000,3,2007,1660,133,0,10625,0,660,-93.641651,1660
230348,2,2007,1218,168,1,7500,0,462,-93.644018,316
207500,2,2003,864,216,1,8791,864,673,-93.639662,361
141000,0,2004,1080,0,1,7500,0,0,-93.692497,400
188000,2,2003,835,143,1,10110,861,542,-93.692431,200
192500,2,2003,835,168,1,12774,828,478,-93.691695,835
146000,0,2005,1175,0,1,13072,0,0,-93.691836,1095
159000,2,2004,1114,0,1,13695,0,576,-93.690761,468
155000,2,2003,1114,0,1,13695,0,576,-93.690364,300
173000,2,2004,798,138,1,8366,842,520,-93.69124599999999,798
170000,2,2007,1162,0,1,9260,0,483,-93.69124000000001,1162
182000,2,1995,754,0,1,8453,855,525,-93.689769,392
163000,2,1993,886,144,1,8480,794,474,-93.689024,284
193500,2,1994,1408,224,0,8125,0,575,-93.68898100000001,270
189000,2,1994,832,144,1,14565,825,483,-93.689801,295
190500,2,2001,827,0,1,8450,850,627,-93.68880300000001,355
175000,2,1992,836,192,1,8285,893,506,-93.68781899999999,439
179200,2,1991,1278,112,1,7153,0,496,-93.687831,78
187000,2,1993,832,144,1,9291,878,506,-93.68784699999999,406
193000,2,1993,1604,0,0,8012,0,533,-93.686428,598
153900,2,1993,1199,0,1,7892,0,530,-93.686278,899
128000,1,1963,984,145,0,9100,0,384,-93.674093,132
144000,1,1962,912,140,1,12968,0,352,-93.67574300000001,175
135000,1,1961,864,132,0,8100,0,420,-93.673965,100
115000,1,1968,890,0,1,8450,0,308,-93.670997,0
119916,1,1963,864,0,1,6360,0,276,-93.672503,375
142000,1,1961,912,168,1,6768,0,288,-93.670551,80
192000,2,1974,1430,117,0,19508,0,484,-93.66203,630
140000,2,1972,1001,0,0,10759,640,490,-93.660522,0
290000,2,1990,930,237,0,9205,1319,473,-93.653482,226
372500,2,1993,1848,294,0,11025,959,636,-93.65323199999999,1328
196000,2,2004,1391,156,1,4282,0,530,-93.647488,1375
171900,2,2006,625,0,1,4017,625,625,-93.646063,625
178000,2,2004,1235,0,1,3435,0,495,-93.646113,1211
165000,2,2005,600,0,1,3180,600,480,-93.64489,210
146000,2,2007,689,0,1,3180,689,540,-93.644891,689
146000,2,2007,689,0,1,3604,689,540,-93.644891,689
179400,2,1999,744,0,1,2280,744,440,-93.644172,195
172900,2,1999,744,0,1,2280,792,440,-93.644118,194
300000,2,2000,1614,230,0,4765,0,495,-93.646984,587
285000,2,2001,1310,277,0,4538,0,545,-93.646986,306
290000,2,2001,1419,155,0,4385,0,588,-93.646989,455
305000,2,1999,1557,124,0,4109,0,484,-93.647047,416
328900,2,1999,1698,97,0,5119,0,506,-93.647044,460
160000,2,1999,600,0,1,2160,628,462,-93.643746,90
170000,2,1999,672,20,1,2160,720,462,-93.64372900000001,72
223000,2,2001,858,0,0,10646,917,546,-93.643378,177
170000,2,1999,960,169,1,2645,624,480,-93.641785,348
200000,2,1999,960,169,1,2645,645,480,-93.64177,147
345000,2,1998,970,0,0,3951,924,846,-93.64174200000001,0
245500,2,1996,1260,120,0,14963,0,500,-93.647655,474
217500,2,1995,1230,172,0,11064,0,477,-93.648705,0
324000,2,1993,1719,122,0,10846,0,473,-93.648954,100
162500,2,1984,1232,0,1,11120,0,516,-93.645713,572
150000,3,1977,994,140,0,24572,1345,864,-93.655582,584
290000,2,1976,1426,280,0,16280,0,550,-93.658315,0
205000,2,2002,952,144,0,7500,860,469,-93.63922509999999,952
174000,2,1970,1304,98,0,10400,0,530,-93.63509499999999,1304
183000,2,1969,1427,0,1,11104,0,516,-93.6343272,599
150000,2,1968,1740,25,0,11050,0,512,-93.634976,1439
145000,2,1971,1258,55,1,11040,0,528,-93.63152600000001,602
215000,2,1967,1620,0,0,15387,0,578,-93.63177900000001,723
140500,2,1965,1625,0,1,9750,0,484,-93.63245490000001,1625
240000,2,1974,1522,38,0,10800,1066,624,-93.63124499999999,384
141000,2,1968,732,0,1,8814,732,470,-93.6264356,0
147000,2,1965,912,0,1,8872,0,576,-93.6261431,317
135000,2,1965,912,233,1,8125,0,576,-93.624762,196
145000,2,1965,1728,0,1,11072,0,576,-93.62462,1728
142600,2,1965,1728,0,1,13101,0,576,-93.62463199999999,1497
135000,2,1973,1656,0,1,9246,0,506,-93.6304229,1656
170000,2,1971,825,0,1,13355,825,464,-93.629079,242
299800,2,1976,1142,0,0,8963,1540,831,-93.630152,487
185000,2,1974,901,0,0,9120,933,540,-93.630732,459
173000,2,1966,800,0,1,9130,832,484,-93.625925,336
178400,2,1961,944,144,1,12122,0,588,-93.624499,77
176000,2,1968,832,0,0,9900,880,486,-93.625799,280
98000,1,1956,0,0,1,7785,0,267,-93.621336,0
109008,1,1957,907,0,1,8593,0,352,-93.62267299999999,619
135750,1,1956,952,0,1,8475,0,283,-93.622662,724
155000,2,1963,1120,192,1,8700,0,525,-93.62925899999999,344
180500,2,1964,1425,0,0,10175,0,576,-93.62955500000001,935
174900,2,1966,1127,0,1,9020,0,490,-93.6277409,276
140000,1,1965,1136,426,0,9200,0,384,-93.62988399999999,244
145000,2,1964,1092,0,1,8250,0,504,-93.6277098,305
179900,2,1965,1219,0,0,9350,0,502,-93.6267969,586
168500,2,1964,1248,176,1,9020,0,520,-93.626171,288
140000,2,1961,1114,0,1,9900,0,451,-93.626762,1114
145500,1,1959,1053,0,1,10007,0,312,-93.623267,247
142000,2,1959,1252,0,1,10721,0,528,-93.62192259999999,1252
141000,1,1960,1100,355,0,12493,0,312,-93.621566,375
153000,1,1960,1118,290,1,11332,0,264,-93.622076,590
72500,1,1949,0,0,1,6627,0,287,-93.62820500000001,0
52000,0,1935,270,0,1,4130,0,0,-93.62935999999999,270
118000,1,1939,991,0,0,7420,0,205,-93.627578,140
87000,1,1937,348,0,1,4882,453,231,-93.628236,228
141500,2,1960,1296,0,1,9600,0,450,-93.6285065,638
119000,1,1950,1032,0,1,9600,220,288,-93.622644,752
141500,1,1950,572,0,0,9600,0,264,-93.622644,232
165500,1,1955,992,0,0,9600,0,377,-93.62355600000001,161
112900,1,1953,1036,120,1,7584,0,312,-93.620487,505
201800,2,1965,864,60,0,13700,918,492,-93.6167,410
163000,2,1961,1362,0,0,10197,0,504,-93.616552,700
139950,2,1961,1144,0,1,7875,0,456,-93.61786020000001,572
174000,2,1962,1319,0,0,8400,0,462,-93.61699159999999,1319
165000,1,1962,1099,64,0,9150,0,296,-93.615685,728
227000,2,1966,1104,0,0,14670,884,480,-93.61561400000001,529
135000,1,1955,1098,0,1,7390,0,260,-93.61717900000001,196
124000,1,1963,1144,0,1,9204,0,336,-93.6193303,247
140000,2,1962,931,0,1,7763,0,506,-93.619022,319
136500,1,1957,1176,0,0,8856,0,292,-93.618634,503
185000,1,1959,1248,150,1,9840,0,480,-93.617544,195
163000,2,1958,1261,0,0,9120,0,433,-93.61754300000001,599
166800,2,1958,1395,490,0,13200,0,441,-93.613222,437
139000,1,1956,1196,0,0,9000,0,297,-93.614856,580
166000,2,1957,1392,0,0,11900,0,458,-93.613077,352
136000,1,1958,1080,0,1,9464,0,288,-93.612394,510
133000,1,1956,1104,0,1,10425,0,384,-93.613383,330
116000,1,1952,720,0,1,11556,0,240,-93.617238,572
137500,2,1953,1152,0,1,9373,0,636,-93.61708399999999,456
130000,2,1953,984,0,1,12774,0,400,-93.617086,232
180000,2,1957,998,0,0,14250,0,540,-93.6194043,998
139000,2,1951,952,0,1,7350,0,840,-93.61562099999999,100
110000,1,1953,773,0,1,7677,0,240,-93.61707,203
100000,1,1957,0,0,0,8838,0,301,-93.612264,0
118500,1,1947,832,158,1,8480,384,336,-93.6165173,390
146000,2,1957,1824,0,1,12436,0,484,-93.61845699999999,1824
89900,1,1948,0,0,1,10122,0,390,-93.615484,0
114000,1,1925,747,84,1,7506,412,288,-93.615484,747
140000,1,1945,913,0,0,10930,510,288,-93.61076,333
86900,1,1940,672,88,1,5400,0,308,-93.612269,672
139000,4,1922,892,0,0,10836,182,1488,-93.61226500000001,892
106250,0,1900,0,220,1,10800,600,0,-93.61225300000001,0
171000,2,1962,858,0,0,9247,858,490,-93.607422,539
139000,2,1968,912,200,0,10180,0,372,-93.610663,168
186000,2,1958,1312,0,0,11355,0,495,-93.605189,675
157000,1,1960,1253,0,0,10920,0,352,-93.605659,520
148000,1,1960,1081,36,1,12929,0,401,-93.607174,384
242000,2,1960,585,0,0,27650,0,505,-93.604106,160
116000,2,1953,105,196,1,8892,0,414,-93.60821899999999,105
94000,2,1951,876,0,0,7200,0,576,-93.607957,444
98300,2,1950,0,0,1,7200,0,420,-93.608909,0
127000,1,1960,1075,0,1,7910,0,404,-93.60688,409
159000,1,1959,1256,0,1,8000,0,311,-93.605971,292
125900,1,1962,1027,0,1,8000,0,299,-93.60597,188
155000,1,1960,1269,0,0,7931,0,308,-93.606788,363
138000,2,1948,768,108,1,8064,501,576,-93.61060400000001,453
112500,1,1954,936,0,1,6390,0,280,-93.607948,936
105500,2,1954,832,0,1,7227,0,528,-93.608765,832
127500,1,1954,854,0,1,7200,424,240,-93.608903,181
130000,0,1961,1800,0,1,8513,0,0,-93.6071073,1800
150000,2,1955,768,0,1,7200,564,480,-93.607799,398
109500,1,1954,825,0,1,7200,0,350,-93.607801,825
140000,2,1963,780,0,0,7056,813,483,-93.604986,380
167900,2,1964,780,328,1,9760,813,442,-93.604837,0
136870,1,1963,1117,0,1,7590,0,264,-93.603702,1117
143000,1,2008,192,0,1,9836,0,308,-93.61957259999998,96
73000,2,1925,680,0,1,5232,0,504,-93.619415,680
157500,2,1904,650,70,0,10440,581,686,-93.61558199999999,650
122600,2,1948,780,0,1,9184,375,400,-93.62005,780
111000,1,1910,680,192,1,4800,680,330,-93.61648000000001,680
256000,2,1920,1510,0,0,10440,1208,520,-93.615596,1017
64000,1,1940,672,0,1,4800,0,256,-93.616991,672
139500,1,1915,728,0,1,6000,728,308,-93.617106,728
118000,0,1910,828,0,1,11426,658,0,-93.6189373,828
200000,2,2003,1362,280,1,11426,720,484,-93.61958220000001,1362
119164,2,1940,801,187,1,7628,561,440,-93.6198478,801
122250,1,1920,936,0,0,7308,780,225,-93.62021899999999,576
120000,0,1920,931,0,0,5400,0,0,-93.613969,931
155000,2,1940,884,0,0,10800,552,828,-93.615447,294
78000,1,1910,481,0,1,6756,0,200,-93.615031,481
95000,0,1890,684,0,1,5914,396,0,-93.6112887,684
115000,1,1948,789,0,1,6000,0,250,-93.608867,516
147000,2,1948,924,0,1,12000,0,528,-93.60887,172
140000,3,1946,904,0,0,9000,595,869,-93.607771,459
46500,1,1946,407,76,1,7311,0,297,-93.606764,407
112500,1,1957,928,0,1,6000,0,288,-93.607713,620
107900,1,1954,901,0,1,6000,0,281,-93.607724,901
65000,0,1949,448,0,1,12205,0,0,-93.606802,448
295000,3,1880,1470,302,0,18386,1818,870,-93.6077128,1470
139500,2,1900,797,192,1,9142,797,420,-93.61844,797
153900,3,1915,876,418,0,12665,540,720,-93.62017900000001,876
132000,1,1920,624,0,1,5350,720,288,-93.620183,508
98000,3,1916,624,0,1,4571,720,513,-93.618296,624
114000,1,1900,346,0,1,9143,308,308,-93.618297,346
130000,2,1920,973,0,1,9600,973,393,-93.617386,739
129500,2,1917,735,0,0,9600,924,396,-93.616885,416
129400,0,1905,572,240,1,6000,656,0,-93.616998,572
161000,2,1928,689,0,0,9600,689,360,-93.616996,548
163000,2,1905,482,0,0,10800,691,672,-93.612239,482
128000,0,1914,742,0,0,6300,742,0,-93.613845,742
122000,0,1872,684,0,1,5250,1215,0,-93.60968879999999,425
116900,1,1926,572,0,0,5700,539,288,-93.60964820000001,572
325000,2,1893,1237,105,0,13500,1254,880,-93.610008,1237
55000,2,1920,723,0,1,11340,363,400,-93.608752,723
184000,2,1890,1313,0,0,10800,1182,342,-93.60755209999999,1313
110000,1,1959,984,0,1,9750,0,308,-93.6059697,784
131500,1,1954,1050,0,1,12150,745,352,-93.606196,1050
97000,1,1956,0,0,1,12702,0,308,-93.604486,0
115500,1,1958,869,0,1,8516,0,308,-93.6043548,869
138000,1,1928,1008,265,0,7111,0,288,-93.62880600000001,329
108000,1,1945,672,210,1,7425,473,252,-93.6267116,672
79500,1,1930,742,0,1,9100,0,308,-93.62572800000001,742
153000,1,1935,1024,0,0,7010,594,240,-93.625926,849
109500,0,1924,784,0,1,6130,0,0,-93.62471500000001,0
124000,1,1941,672,0,1,5000,378,240,-93.625584,72
106900,1,1900,554,38,1,5870,554,200,-93.625589,554
164900,1,1940,981,0,0,6000,658,240,-93.623666,460
119000,2,1924,949,0,0,6000,0,370,-93.624566,949
120000,1,1929,862,0,0,6000,208,208,-93.623514,862
157000,1,1937,825,272,1,6000,672,672,-93.621532,462
105000,1,1939,739,0,0,6000,468,240,-93.621532,475
113000,1,1926,992,0,1,5000,0,160,-93.622102,992
115000,1,1920,565,0,0,5520,651,355,-93.624688,497
79000,1,1946,0,0,1,5940,0,280,-93.624687,0
123000,1,1929,704,0,1,6240,512,336,-93.623632,624
81300,1,1945,0,0,1,6120,0,164,-93.622566,0
162900,2,1930,1078,0,0,6240,445,360,-93.622552,1078
150000,2,1939,989,0,0,6240,764,400,-93.62148499999999,449
123500,2,1923,1100,0,1,6120,676,576,-93.62039200000001,897
129900,2,1931,952,90,0,6120,752,468,-93.620391,952
128000,2,1920,611,0,1,6155,611,502,-93.62459100000001,611
68500,1,1927,520,49,1,6324,0,240,-93.624471,520
127000,1,1948,672,0,1,8635,213,240,-93.6218858,295
207000,2,1923,833,0,0,13053,795,370,-93.62700000000001,833
184000,1,1925,1026,0,1,9120,687,240,-93.625556,697
162500,2,1915,810,0,1,9144,546,672,-93.625539,810
145000,1,1940,883,0,1,9144,517,240,-93.625434,484
130000,1,1918,816,0,1,10267,0,275,-93.625623,0
160000,1,1910,1242,64,1,8094,742,360,-93.62167600000001,1046
161000,1,1925,588,192,0,5100,833,228,-93.621065,588
127500,1,1910,796,0,1,4347,784,228,-93.6208294,796
93850,2,1930,768,0,1,6291,0,440,-93.6259506,768
136000,1,1952,768,0,1,10266,768,308,-93.628447,396
141000,2,1938,1272,0,0,6876,0,400,-93.627729,1272
120000,2,1915,880,0,1,10320,428,400,-93.62616209999999,880
127500,2,1925,1040,0,1,7200,0,320,-93.6265884,1040
127000,1,1925,768,0,0,7006,448,384,-93.6295,647
